Category,City,Country,CustomerName,OrderDate,Region,Segment,ShipDate,ShipMode,ShipStatus,State,SubCategory,DaystoShipActual,DaystoShipScheduled,Discount,NumberofRecords,Profit,ProfitperOrder,ProfitRatio,Quantity,Sales,SalesForecast,SalesperCustomer,saleswodic,Discount
Technology,Oakland,United States,Lena Creighton,11/20/2015,West,Consumer,11/24/2015,Standard Class,Shipped Early,California,Phones,4,6,0.2,1,-15,-15.46,-0.21,7,73,109,72.74,91,0.2
Furniture,Oakland,United States,Lena Creighton,11/20/2015,West,Consumer,11/24/2015,Standard Class,Shipped Early,California,Chairs,4,6,0.18,1,47,35.76,0.08,3,586.3,857,572.16,715,0.2
Technology,Chicago,United States,Xylona Preis,11/1/2016,Central,Consumer,11/7/2016,Standard Class,Shipped On Time,Illinois,Accessories,6,6,0.2,1,18,17.88,0.26,3,68,102,68.11,85,0.2
Office Supplies,Seattle,United States,Cari Sayre,9/17/2015,West,Corporate,9/20/2015,First Class,Shipped Late,Washington,Binders,3,1,0.25,1,6,7.82,0.26,3,23.4375,37,25.03,31,0.2
Technology,Philadelphia,United States,Bryan Davis,3/10/2016,East,Consumer,3/14/2016,Standard Class,Shipped Early,Pennsylvania,Accessories,4,6,0.2,1,8,7.5,0.19,1,40,60,39.99,50,0.2
Office Supplies,Concord,United States,Denise Leinenbach,6/23/2014,South,Consumer,6/26/2014,First Class,Shipped Late,North Carolina,Art,3,1,0.25,1,1,1.75,0.04,9,18.75,30,20.02,25,0.2
Office Supplies,Concord,United States,Denise Leinenbach,6/23/2014,South,Consumer,6/26/2014,First Class,Shipped Late,North Carolina,Supplies,3,1,0.25,1,0,0.35,0.06,1,2.8125,5,3.1,4,0.2
Office Supplies,Charlotte,United States,Ken Heidel,11/1/2014,South,Corporate,11/5/2014,Standard Class,Shipped Early,North Carolina,Fasteners,4,6,0.25,1,1,1.41,0.14,5,7.5,11,7.52,10,0.2
Office Supplies,Charlotte,United States,Ken Heidel,11/1/2014,South,Corporate,11/5/2014,Standard Class,Shipped Early,North Carolina,Art,4,6,0.25,1,0,0.9,0.04,3,9.375,15,10.27,13,0.2
Office Supplies,Charlotte,United States,Ken Heidel,11/1/2014,South,Corporate,11/5/2014,Standard Class,Shipped Early,North Carolina,Labels,4,6,0.25,1,13,15.54,0.28,12,45,72,47.81,60,0.2
Technology,Charlotte,United States,Ken Heidel,11/1/2014,South,Corporate,11/5/2014,Standard Class,Shipped Early,North Carolina,Phones,4,6,0.2,1,108,110.12,0.11,9,979,1466,978.84,1224,0.2
Office Supplies,Dallas,United States,Tom Prescott,8/28/2016,Central,Consumer,8/31/2016,First Class,Shipped Late,Texas,Binders,3,1,0.25,1,-54,-21.68,-1.1,9,48.75,20,13.14,65,0.8
Office Supplies,Dallas,United States,Tom Prescott,8/28/2016,Central,Consumer,8/31/2016,First Class,Shipped Late,Texas,Binders,3,1,0.25,1,-41,-16.54,-1.1,4,37.5,15,10.02,50,0.8
Furniture,Dallas,United States,Tom Prescott,8/28/2016,Central,Consumer,8/31/2016,First Class,Shipped Late,Texas,Bookcases,3,1,0.18,1,-38,-52.89,-0.2,2,188.1176471,234,156.37,229,0.32
Technology,Indianapolis,United States,Nora Pelletier,12/6/2015,Central,Home Office,12/8/2015,Second Class,Shipped Early,Indiana,Copiers,2,3,0.2,1,200,449.99,0.25,2,800,1498,999.98,1000,0
Technology,Broken Arrow,United States,Steve Carroll,9/24/2015,Central,Home Office,9/27/2015,First Class,Shipped Late,Oklahoma,Phones,3,1,0.2,1,39,213.7,0.06,6,657.6,1231,821.94,822,0
Furniture,Miramar,United States,Dana Kaydos,11/15/2017,South,Consumer,11/20/2017,Standard Class,Shipped Early,Florida,Furnishings,5,6,0.18,1,61,55.02,0.27,4,225.5,330,220.06,275,0.2
Furniture,Miramar,United States,Dana Kaydos,11/15/2017,South,Consumer,11/20/2017,Standard Class,Shipped Early,Florida,Furnishings,5,6,0.18,1,7,0,0.02,4,347.475,508,339.14,424,0.2
Office Supplies,Omaha,United States,Suzanne McNair,12/19/2015,Central,Corporate,12/21/2015,Second Class,Shipped Early,Nebraska,Binders,2,3,0.25,1,1,3.31,0.22,2,5.25,11,7.04,7,0
Office Supplies,Omaha,United States,Suzanne McNair,12/19/2015,Central,Corporate,12/21/2015,Second Class,Shipped Early,Nebraska,Fasteners,2,3,0.25,1,-1,0.2,-0.21,4,3.75,8,5.04,5,0
Office Supplies,Omaha,United States,Suzanne McNair,12/19/2015,Central,Corporate,12/21/2015,Second Class,Shipped Early,Nebraska,Paper,2,3,0.25,1,21,56.98,0.24,3,87,174,116.28,116,0
Technology,Jacksonville,United States,Lynn Smith,12/21/2015,South,Consumer,12/24/2015,First Class,Shipped Late,North Carolina,Phones,3,1,0.2,1,5,4.8,0.1,3,48,72,47.98,60,0.2
Office Supplies,Tigard,United States,Katrina Edelman,9/25/2016,West,Corporate,9/29/2016,Standard Class,Shipped Early,Oregon,Paper,4,6,0.25,1,19,22.52,0.33,9,56.25,90,60.05,75,0.2
Office Supplies,Tigard,United States,Katrina Edelman,9/25/2016,West,Corporate,9/29/2016,Standard Class,Shipped Early,Oregon,Binders,4,6,0.25,1,-3,-3.52,-0.25,1,12.5,8,5.02,17,0.7
Office Supplies,Decatur,United States,Matthew Clasen,6/24/2017,Central,Corporate,6/30/2017,Standard Class,Shipped On Time,Illinois,Binders,6,6,0.25,1,-824,-320.24,-1.2,3,686.25,274,182.99,915,0.8
Office Supplies,Decatur,United States,Matthew Clasen,6/24/2017,Central,Corporate,6/30/2017,Standard Class,Shipped On Time,Illinois,Paper,6,6,0.25,1,2,3.21,0.26,3,9.375,15,10.27,13,0.2
Office Supplies,Phoenix,United States,Dean percer,9/7/2017,West,Home Office,9/9/2017,First Class,Shipped Late,Arizona,Binders,2,1,0.25,1,-6,-6.02,-0.32,3,20,12,7.86,27,0.7
Technology,Sacramento,United States,Linda Cazamias,8/4/2016,West,Corporate,8/6/2016,Second Class,Shipped Early,California,Phones,2,3,0.2,1,30,30.24,0.1,2,302,453,302.38,378,0.2
Office Supplies,Sacramento,United States,Linda Cazamias,8/4/2016,West,Corporate,8/6/2016,Second Class,Shipped Early,California,Binders,2,3,0.25,1,6,7.07,0.29,3,19.6875,31,20.95,26,0.2
Office Supplies,Sacramento,United States,Linda Cazamias,8/4/2016,West,Corporate,8/6/2016,Second Class,Shipped Early,California,Binders,2,3,0.25,1,3,3.98,0.29,3,11.25,18,11.78,15,0.2
Furniture,Jonesboro,United States,Lena Hernandez,8/19/2014,South,Consumer,8/26/2014,Standard Class,Shipped Late,Arkansas,Bookcases,7,6,0.18,1,47,172.48,0.09,9,523.98,957,638.82,639,0
Office Supplies,New York City,United States,Thomas Boland,4/1/2016,East,Corporate,4/5/2016,Standard Class,Shipped Early,New York,Labels,4,6,0.25,1,4,9.94,0.23,2,15.75,31,20.7,21,0
Office Supplies,New York City,United States,Thomas Boland,4/1/2016,East,Corporate,4/5/2016,Standard Class,Shipped Early,New York,Supplies,4,6,0.25,1,0,3.28,0.05,3,8.25,16,10.95,11,0
Office Supplies,New York City,United States,Thomas Boland,4/1/2016,East,Corporate,4/5/2016,Standard Class,Shipped Early,New York,Binders,4,6,0.25,1,4,4.66,0.28,3,13.125,21,14.35,18,0.2
Office Supplies,Akron,United States,John Murray,5/16/2017,East,Consumer,5/18/2017,First Class,Shipped Late,Ohio,Storage,2,1,0.25,1,-62,-55.26,-0.3,2,207.1875,331,221.02,276,0.2
Technology,Florence,United States,Katrina Willman,8/24/2015,South,Consumer,8/28/2015,Standard Class,Shipped Early,Kentucky,Machines,4,6,0.2,1,641,1416.8,0.26,7,2464,4613,3080,3080,0
Technology,Florence,United States,Katrina Willman,8/24/2015,South,Consumer,8/28/2015,Standard Class,Shipped Early,Kentucky,Accessories,4,6,0.2,1,2,18.39,0.03,4,64,120,79.96,80,0
Technology,Florence,United States,Katrina Willman,8/24/2015,South,Consumer,8/28/2015,Standard Class,Shipped Early,Kentucky,Phones,4,6,0.2,1,42,170.51,0.09,3,470.4,881,587.97,588,0
Office Supplies,Minneapolis,United States,Sanjit Chand,9/23/2014,Central,Consumer,9/28/2014,Standard Class,Shipped Early,Minnesota,Paper,5,6,0.25,1,6,15.55,0.23,5,24,49,32.4,32,0
Office Supplies,Minneapolis,United States,Sanjit Chand,9/23/2014,Central,Consumer,9/28/2014,Standard Class,Shipped Early,Minnesota,Storage,5,6,0.25,1,-64,16.2,-0.21,5,303.75,606,404.9,405,0
Office Supplies,Minneapolis,United States,Sanjit Chand,9/23/2014,Central,Consumer,9/28/2014,Standard Class,Shipped Early,Minnesota,Binders,5,6,0.25,1,1701,4630.48,0.24,5,7087.5,14152,9449.95,9450,0
Office Supplies,Minneapolis,United States,Sanjit Chand,9/23/2014,Central,Consumer,9/28/2014,Standard Class,Shipped Early,Minnesota,Binders,5,6,0.25,1,2,6.47,0.25,2,9.75,19,12.94,13,0
Office Supplies,Houston,United States,Zuschuss Carroll,6/19/2017,Central,Consumer,6/23/2017,Standard Class,Shipped Early,Texas,Appliances,4,6,0.25,1,-13,-5.21,-1.75,1,7.5,3,2.26,10,0.8
Office Supplies,Houston,United States,Zuschuss Carroll,6/19/2017,Central,Consumer,6/23/2017,Standard Class,Shipped Early,Texas,Appliances,4,6,0.25,1,0,-1.11,-1.95,1,0,1,0.44,0,0.8
Office Supplies,Houston,United States,Zuschuss Carroll,6/19/2017,Central,Consumer,6/23/2017,Standard Class,Shipped Early,Texas,Paper,4,6,0.25,1,38,47.51,0.28,8,136.875,219,146.18,183,0.2
Furniture,Fremont,United States,Rick Bensley,12/21/2017,Central,Home Office,12/21/2017,Same Day,Shipped On Time,Nebraska,Furnishings,0,0,0.18,1,3,7,0.26,2,13.12,24,15.92,16,0
Technology,San Diego,United States,Jay Kimmel,8/7/2017,West,Consumer,8/13/2017,Standard Class,Shipped On Time,California,Phones,6,6,0.2,1,18,18,0.11,5,160,240,159.96,200,0.2
Office Supplies,San Diego,United States,Jay Kimmel,8/7/2017,West,Consumer,8/13/2017,Standard Class,Shipped On Time,California,Binders,6,6,0.25,1,4,4.64,0.29,2,13.125,21,13.76,18,0.2
Office Supplies,Houston,United States,Dorothy Dickinson,8/22/2016,Central,Consumer,8/26/2016,Standard Class,Shipped Early,Texas,Binders,4,6,0.25,1,-16,-6.9,-1.05,2,15,6,4.31,20,0.8
Office Supplies,New York City,United States,Marc Crier,9/7/2015,East,Consumer,9/7/2015,Same Day,Shipped On Time,New York,Storage,0,0,0.25,1,-2,0.28,-0.23,2,10.5,21,13.96,14,0
Furniture,New York City,United States,Marc Crier,9/7/2015,East,Consumer,9/7/2015,Same Day,Shipped On Time,New York,Tables,0,0,0.18,1,-11,-14.16,-0.3,3,36.9,41,27.41,45,0.4
Technology,Detroit,United States,Dionis Lloyd,12/25/2015,Central,Corporate,1/1/2016,Standard Class,Shipped Late,Michigan,Phones,7,6,0.2,1,4,19.97,0.07,2,59.2,111,73.98,74,0
Furniture,Detroit,United States,Dionis Lloyd,12/25/2015,Central,Corporate,1/1/2016,Standard Class,Shipped Late,Michigan,Bookcases,7,6,0.18,1,-7,20.93,-0.05,1,132.02,241,160.98,161,0
Office Supplies,Detroit,United States,Dionis Lloyd,12/25/2015,Central,Corporate,1/1/2016,Standard Class,Shipped Late,Michigan,Paper,7,6,0.25,1,3,8.5,0.24,3,12.75,26,17.34,17,0
Office Supplies,Detroit,United States,Dionis Lloyd,12/25/2015,Central,Corporate,1/1/2016,Standard Class,Shipped Late,Michigan,Art,7,6,0.25,1,0,0.95,0.04,1,2.25,5,3.28,3,0
Office Supplies,Houston,United States,Noah Childs,5/2/2015,Central,Corporate,5/7/2015,Standard Class,Shipped Early,Texas,Labels,5,6,0.25,1,2,2.99,0.29,3,8.4375,13,8.86,11,0.2
Technology,Houston,United States,Noah Childs,5/2/2015,Central,Corporate,5/7/2015,Standard Class,Shipped Early,Texas,Phones,5,6,0.2,1,14,13.86,0.09,3,158,237,158.38,198,0.2
Office Supplies,Seattle,United States,Amy Cox,11/24/2016,West,Consumer,11/27/2016,First Class,Shipped Late,Washington,Binders,3,1,0.25,1,297,381.24,0.26,5,1143.75,1827,1219.96,1525,0.2
Office Supplies,Los Angeles,United States,Toby Swindell,11/24/2015,West,Consumer,11/29/2015,Standard Class,Shipped Early,California,Binders,5,6,0.25,1,1,0.99,0.26,2,2.8125,5,3.17,4,0.2
Office Supplies,Los Angeles,United States,Toby Swindell,11/24/2015,West,Consumer,11/29/2015,Standard Class,Shipped Early,California,Paper,5,6,0.25,1,3,9.33,0.23,3,14.25,29,19.44,19,0
Office Supplies,Los Angeles,United States,Toby Swindell,11/24/2015,West,Consumer,11/29/2015,Standard Class,Shipped Early,California,Storage,5,6,0.25,1,-44,54.58,-0.13,7,341.25,681,454.86,455,0
Office Supplies,Los Angeles,United States,Toby Swindell,11/24/2015,West,Consumer,11/29/2015,Standard Class,Shipped Early,California,Binders,5,6,0.25,1,24,29.7,0.28,8,85.3125,137,91.39,114,0.2
Technology,Philadelphia,United States,Michael Moore,9/4/2017,East,Consumer,9/10/2017,Standard Class,Shipped On Time,Pennsylvania,Accessories,6,6,0.2,1,-2,-1.43,-0.08,4,19,29,19.04,24,0.2
Office Supplies,Seattle,United States,Liz Pelletier,5/11/2017,West,Consumer,5/12/2017,Same Day,Shipped Late,Washington,Paper,1,0,0.25,1,6,16.85,0.2,6,27.75,56,37.44,37,0
Office Supplies,Seattle,United States,Liz Pelletier,5/11/2017,West,Consumer,5/12/2017,Same Day,Shipped Late,Washington,Labels,1,0,0.25,1,6,17.67,0.22,3,28.5,56,37.59,38,0
Office Supplies,Seattle,United States,Liz Pelletier,5/11/2017,West,Consumer,5/12/2017,Same Day,Shipped Late,Washington,Binders,1,0,0.25,1,8,9.44,0.31,2,24.375,39,26.03,33,0.2
Office Supplies,Watertown,United States,Brooke Gillingham,5/11/2014,East,Corporate,5/18/2014,Standard Class,Shipped Late,New York,Appliances,7,6,0.25,1,1,9.7,0.02,3,27,54,35.91,36,0
Furniture,Jacksonville,United States,Mike Gockenbach,7/27/2017,South,Consumer,7/31/2017,Second Class,Shipped Late,Florida,Furnishings,4,3,0.18,1,-1,-2.28,-0.01,3,93.275,136,91.03,114,0.2
Office Supplies,Arlington,United States,Gary Zandusky,5/6/2017,South,Consumer,5/9/2017,First Class,Shipped Late,Virginia,Art,3,1,0.25,1,3,18.04,0.08,6,41.25,82,54.66,55,0
Office Supplies,Charlotte,United States,John Lee,9/19/2014,South,Consumer,9/24/2014,Standard Class,Shipped Early,North Carolina,Storage,5,6,0.25,1,4,7.58,0.06,6,62.8125,101,67.34,84,0.2
Technology,Charlotte,United States,John Lee,9/19/2014,South,Consumer,9/24/2014,Standard Class,Shipped Early,North Carolina,Machines,5,6,0.2,1,-252,-944.99,-0.06,3,4200,3931,2624.99,5250,0.5
Office Supplies,Seattle,United States,Denny Ordway,3/29/2015,West,Consumer,4/4/2015,Standard Class,Shipped On Time,Washington,Appliances,6,6,0.25,1,2,21.25,0.04,4,54.75,110,73.28,73,0
Office Supplies,Chicago,United States,Ann Blume,11/18/2014,Central,Corporate,11/25/2014,Standard Class,Shipped Late,Illinois,Binders,7,6,0.25,1,-58,-23.89,-1.1,5,52.5,22,14.48,70,0.8
Office Supplies,Hollywood,United States,Karl Braun,7/2/2015,South,Consumer,7/9/2015,Standard Class,Shipped Late,Florida,Paper,7,6,0.25,1,3,4.03,0.29,3,11.25,18,11.95,15,0.2
Office Supplies,Hollywood,United States,Karl Braun,7/2/2015,South,Consumer,7/9/2015,Standard Class,Shipped Late,Florida,Paper,7,6,0.25,1,5,5.64,0.31,3,15,23,15.55,20,0.2
Office Supplies,Chesapeake,United States,Ted Trevino,9/8/2014,South,Consumer,9/13/2014,Standard Class,Shipped Early,Virginia,Fasteners,5,6,0.25,1,8,21.6,0.23,9,33.75,67,45,45,0
Technology,Chesapeake,United States,Ted Trevino,9/8/2014,South,Consumer,9/13/2014,Standard Class,Shipped Early,Virginia,Machines,5,6,0.2,1,39,90.29,0.23,3,168,314,209.97,210,0
Office Supplies,Los Angeles,United States,Paul Van Hugh,10/2/2017,West,Home Office,10/8/2017,Standard Class,Shipped On Time,California,Binders,6,6,0.25,1,35,42.05,0.33,5,105,168,112.12,140,0.2
Office Supplies,Los Angeles,United States,Paul Van Hugh,10/2/2017,West,Home Office,10/8/2017,Standard Class,Shipped On Time,California,Storage,6,6,0.25,1,-142,204.77,-0.12,7,1181.25,2359,1575.14,1575,0
Office Supplies,Alexandria,United States,Dorothy Dickinson,11/19/2017,South,Consumer,11/23/2017,Standard Class,Shipped Early,Virginia,Fasteners,4,6,0.25,1,5,12.53,0.25,7,18.75,38,25.06,25,0
Office Supplies,Deer Park,United States,Keith Dawkins,12/30/2016,Central,Corporate,1/1/2017,First Class,Shipped Late,Texas,Binders,2,1,0.25,1,-25,-10.39,-0.95,6,26.25,10,6.92,35,0.8
Office Supplies,Philadelphia,United States,Ralph Arnett,12/1/2017,East,Consumer,12/4/2017,First Class,Shipped Late,Pennsylvania,Storage,3,1,0.25,1,0,2.34,0.01,3,34.6875,56,37.39,46,0.2
Furniture,Philadelphia,United States,Ralph Arnett,12/1/2017,East,Consumer,12/4/2017,First Class,Shipped Late,Pennsylvania,Furnishings,3,1,0.18,1,16,13.85,0.2,5,80.975,118,79.12,99,0.2
Office Supplies,Wichita,United States,Sonia Sunley,6/13/2016,Central,Consumer,6/17/2016,Standard Class,Shipped Early,Kansas,Labels,4,6,0.25,1,3,8.69,0.21,3,14.25,28,18.9,19,0
Office Supplies,Midland,United States,John Huston,5/19/2014,Central,Consumer,5/23/2014,Standard Class,Shipped Early,Michigan,Binders,4,6,0.25,1,9,26.41,0.21,9,42.75,86,57.42,57,0
Office Supplies,San Francisco,United States,Eugene Hildebrand,1/30/2017,West,Home Office,2/6/2017,Standard Class,Shipped Late,California,Art,7,6,0.25,1,2,5.73,0.2,7,9.75,19,12.74,13,0
Office Supplies,San Francisco,United States,Eugene Hildebrand,1/30/2017,West,Home Office,2/6/2017,Standard Class,Shipped Late,California,Art,7,6,0.25,1,0,2.38,0.02,3,6.75,13,8.82,9,0
Furniture,San Francisco,United States,Eugene Hildebrand,1/30/2017,West,Home Office,2/6/2017,Standard Class,Shipped Late,California,Chairs,7,6,0.18,1,-11,-13.59,-0.09,1,124.025,181,120.78,151,0.2
Furniture,Freeport,United States,Tom Prescott,11/28/2015,East,Consumer,12/4/2015,Standard Class,Shipped On Time,New York,Furnishings,6,6,0.18,1,5,64.52,0.02,3,264.86,483,322.59,323,0
Office Supplies,Austin,United States,Randy Bradley,10/23/2017,Central,Consumer,10/28/2017,Standard Class,Shipped Early,Texas,Binders,5,6,0.25,1,-38,-15.13,-1,3,37.5,15,9.76,50,0.8
Office Supplies,Austin,United States,Randy Bradley,10/23/2017,Central,Consumer,10/28/2017,Standard Class,Shipped Early,Texas,Storage,5,6,0.25,1,1,1.2,0.04,1,13.125,21,13.72,18,0.2
Technology,Austin,United States,Randy Bradley,10/23/2017,Central,Consumer,10/28/2017,Standard Class,Shipped Early,Texas,Accessories,5,6,0.2,1,-2,-2.07,-0.04,1,55,83,55.2,69,0.2
Office Supplies,Austin,United States,Randy Bradley,10/23/2017,Central,Consumer,10/28/2017,Standard Class,Shipped Early,Texas,Storage,5,6,0.25,1,-68,-58.31,-0.28,4,242.8125,388,259.14,324,0.2
Office Supplies,Philadelphia,United States,Cassandra Brandow,9/7/2017,East,Consumer,9/11/2017,Standard Class,Shipped Early,Pennsylvania,Labels,4,6,0.25,1,8,9.87,0.29,5,27.1875,44,29.24,36,0.2
Office Supplies,Philadelphia,United States,Cassandra Brandow,9/7/2017,East,Consumer,9/11/2017,Standard Class,Shipped Early,Pennsylvania,Paper,4,6,0.25,1,5,5.44,0.3,3,15,23,15.55,20,0.2
Office Supplies,Philadelphia,United States,Cassandra Brandow,9/7/2017,East,Consumer,9/11/2017,Standard Class,Shipped Early,Pennsylvania,Envelopes,4,6,0.25,1,1,1.65,0.29,3,4.6875,7,4.9,6,0.2
Office Supplies,Bristol,United States,Michael Paige,12/29/2016,South,Corporate,1/3/2017,Standard Class,Shipped Early,Tennessee,Binders,5,6,0.25,1,-27,-27.93,-0.28,4,95,57,38.09,127,0.7
Office Supplies,Bristol,United States,Michael Paige,12/29/2016,South,Corporate,1/3/2017,Standard Class,Shipped Early,Tennessee,Binders,5,6,0.25,1,-2,-1.97,-0.25,3,7.5,4,2.81,10,0.7
Technology,Philadelphia,United States,Scot Wooten,12/5/2015,East,Consumer,12/9/2015,Second Class,Shipped Late,Pennsylvania,Accessories,4,3,0.2,1,0,0.6,0.01,2,48,72,47.98,60,0.2
Office Supplies,Philadelphia,United States,Scot Wooten,12/5/2015,East,Consumer,12/9/2015,Second Class,Shipped Late,Pennsylvania,Binders,4,3,0.25,1,-21,-19.98,-0.32,6,65,39,26.06,87,0.7
Office Supplies,Chicago,United States,Suzanne McNair,11/1/2014,Central,Corporate,11/8/2014,Standard Class,Shipped Late,Illinois,Paper,7,6,0.25,1,4,5.1,0.28,3,15,24,15.7,20,0.2
Office Supplies,Columbus,United States,Arthur Prichep,4/16/2016,South,Consumer,4/23/2016,Standard Class,Shipped Late,Georgia,Art,7,6,0.25,1,0,3.72,0.04,3,9.75,19,12.84,13,0
Technology,New York City,United States,Amy Hunt,5/14/2017,East,Consumer,5/18/2017,Standard Class,Shipped Early,New York,Phones,4,6,0.2,1,22,134.99,0.05,3,432,809,539.97,540,0
Office Supplies,New York City,United States,Amy Hunt,5/14/2017,East,Consumer,5/18/2017,Standard Class,Shipped Early,New York,Storage,4,6,0.25,1,0,5.87,0.01,2,17.25,34,22.58,23,0
Office Supplies,Dover,United States,Emily Phan,3/14/2015,East,Consumer,3/18/2015,Standard Class,Shipped Early,New Hampshire,Labels,4,6,0.25,1,3,7.6,0.21,4,12.75,25,16.52,17,0
Office Supplies,Dover,United States,Emily Phan,3/14/2015,East,Consumer,3/18/2015,Standard Class,Shipped Early,New Hampshire,Binders,4,6,0.25,1,111,315.81,0.22,3,504,1006,671.94,672,0
Technology,Aurora,United States,Tracy Poddar,1/14/2017,West,Corporate,1/16/2017,First Class,Shipped Late,Colorado,Accessories,2,1,0.2,1,-15,-14.79,-0.09,7,169,253,169.06,211,0.2
Office Supplies,Aurora,United States,Tracy Poddar,1/14/2017,West,Corporate,1/16/2017,First Class,Shipped Late,Colorado,Storage,2,1,0.25,1,6,14.75,0.04,9,158.4375,253,168.62,211,0.2
Office Supplies,Long Beach,United States,Anthony Rawles,3/8/2015,East,Corporate,3/13/2015,Standard Class,Shipped Early,New York,Paper,5,6,0.25,1,3,9.33,0.23,3,14.25,29,19.44,19,0
Office Supplies,Pasadena,United States,Helen Andreada,10/11/2014,West,Consumer,10/13/2014,First Class,Shipped Late,California,Storage,2,1,0.25,1,0,8.3,0.01,4,24,48,31.92,32,0
Furniture,Pasadena,United States,Helen Andreada,10/11/2014,West,Consumer,10/13/2014,First Class,Shipped Late,California,Chairs,2,1,0.18,1,-58,-65.04,-0.13,2,444.85,649,433.57,543,0.2
Office Supplies,Mesa,United States,Heather Jas,4/13/2015,West,Home Office,4/14/2015,First Class,Shipped On Time,Arizona,Paper,1,1,0.25,1,9,10.89,0.3,6,29.0625,47,31.1,39,0.2
Office Supplies,Mesa,United States,Heather Jas,4/13/2015,West,Home Office,4/14/2015,First Class,Shipped On Time,Arizona,Paper,1,1,0.25,1,14,17.82,0.28,3,51.5625,82,54.82,69,0.2
Office Supplies,Fresno,United States,Jay Kimmel,11/16/2017,West,Consumer,11/20/2017,Standard Class,Shipped Early,California,Storage,4,6,0.25,1,-8,0.98,-0.23,7,36.75,73,48.86,49,0
Office Supplies,Columbia,United States,Jay Fein,7/1/2016,South,Consumer,7/1/2016,Same Day,Shipped On Time,South Carolina,Binders,0,0,0.25,1,2,6.53,0.21,2,10.5,21,14.2,14,0
Office Supplies,Columbia,United States,Jay Fein,7/1/2016,South,Consumer,7/1/2016,Same Day,Shipped On Time,South Carolina,Paper,0,0,0.25,1,2,6.22,0.23,2,9.75,19,12.96,13,0
Office Supplies,Columbia,United States,Jay Fein,7/1/2016,South,Consumer,7/1/2016,Same Day,Shipped On Time,South Carolina,Binders,0,0,0.25,1,10,28,0.23,2,43.5,87,58.34,58,0
Office Supplies,Santa Ana,United States,Eileen Kiefer,11/29/2015,West,Home Office,11/30/2015,First Class,Shipped On Time,California,Art,1,1,0.25,1,1,15.76,0.03,2,42,84,56.3,56,0
Technology,Columbia,United States,Roland Schwarz,4/7/2014,South,Corporate,4/12/2014,Standard Class,Shipped Early,South Carolina,Phones,5,6,0.2,1,30,163.79,0.06,5,504,943,629.95,630,0
Office Supplies,Columbia,United States,Roland Schwarz,4/7/2014,South,Corporate,4/12/2014,Standard Class,Shipped Early,South Carolina,Paper,5,6,0.25,1,22,60.26,0.24,3,92.25,184,122.97,123,0
Office Supplies,Los Angeles,United States,Bill Donatelli,6/16/2016,West,Consumer,6/18/2016,Second Class,Shipped Early,California,Paper,2,3,0.25,1,8,21.78,0.22,5,34.5,69,46.35,46,0
Office Supplies,San Francisco,United States,Ben Ferrer,3/6/2017,West,Home Office,3/10/2017,Standard Class,Shipped Early,California,Binders,4,6,0.25,1,4,5.43,0.31,9,14.0625,22,14.98,19,0.2
Office Supplies,Houston,United States,Joe Kamberova,10/7/2017,Central,Consumer,10/11/2017,Standard Class,Shipped Early,Texas,Binders,4,6,0.25,1,-14,-6.36,-0.95,5,15,6,4.24,20,0.8
Technology,New York City,United States,Cyra Reiten,10/6/2017,East,Home Office,10/12/2017,Standard Class,Shipped On Time,New York,Accessories,6,6,0.2,1,41,115.19,0.16,4,256,479,319.96,320,0
Office Supplies,New York City,United States,Cyra Reiten,10/6/2017,East,Home Office,10/12/2017,Standard Class,Shipped On Time,New York,Paper,6,6,0.25,1,3,7.67,0.2,3,12.75,26,17.04,17,0
Office Supplies,New York City,United States,Cyra Reiten,10/6/2017,East,Home Office,10/12/2017,Standard Class,Shipped On Time,New York,Storage,6,6,0.25,1,-57,10.35,-0.22,3,258.75,517,344.91,345,0
Furniture,Franklin,United States,Aleksandra Gannaway,12/5/2016,East,Corporate,12/7/2016,First Class,Shipped Late,Massachusetts,Bookcases,2,1,0.18,1,5,20.48,0.07,1,67.24,123,81.94,82,0
Technology,Baltimore,United States,Charles McCrossin,10/21/2016,East,Consumer,10/22/2016,First Class,Shipped On Time,Maryland,Accessories,1,1,0.2,1,-8,9.82,-0.1,6,78.4,147,98.16,98,0
Office Supplies,Mcallen,United States,Susan Gilcrest,5/18/2017,Central,Corporate,5/23/2017,Standard Class,Shipped Early,Texas,Binders,5,6,0.25,1,-26,-10.65,-1,7,26.25,10,6.87,35,0.8
Office Supplies,Mcallen,United States,Susan Gilcrest,5/18/2017,Central,Corporate,5/23/2017,Standard Class,Shipped Early,Texas,Binders,5,6,0.25,1,-8,-3.29,-1.1,1,7.5,3,2,10,0.8
Office Supplies,Mcallen,United States,Susan Gilcrest,5/18/2017,Central,Corporate,5/23/2017,Standard Class,Shipped Early,Texas,Storage,5,6,0.25,1,0,0.67,0.03,2,8.4375,13,8.93,11,0.2
Office Supplies,Iowa City,United States,Charles Sheldon,9/26/2016,Central,Corporate,10/1/2016,Second Class,Shipped Late,Iowa,Paper,5,3,0.25,1,2,4.5,0.2,1,7.5,15,9.99,10,0
Technology,Newark,United States,Hunter Lopez,11/17/2017,East,Consumer,11/22/2017,Standard Class,Shipped Early,Delaware,Copiers,5,6,0.2,1,2352,5039.99,0.28,3,8400,15725,10499.97,10500,0
