Category,City,Country,CustomerName,OrderDate,Region,Segment,ShipDate,ShipMode,ShipStatus,State,SubCategory,DaystoShipActual,DaystoShipScheduled,Discount,NumberofRecords,Profit,ProfitperOrder,ProfitRatio,Quantity,Sales,SalesForecast,SalesperCustomer,
Technology,Los Angeles,United States,Victoria Wilson,10/24/2016,West,Corporate,10/28/2016,SecondClass,ShippedLate,California,Accessories,4,3,0,1,22,21.6,0.06,2,360,539,359.98,360
Furniture,Seattle,United States,Paul Prost,9/29/2014,West,HomeOffice,10/1/2014,SecondClass,ShippedEarly,Washington,Furnishings,2,3,0,1,3,2.96,0.48,2,6,9,6.16,6
Furniture,Seattle,United States,Paul Prost,9/29/2014,West,HomeOffice,10/1/2014,SecondClass,ShippedEarly,Washington,Tables,2,3,0,1,399,399.3,0.17,9,2349,3518,2348.82,2349
OfficeSupplies,Miami,United States,Dan Reichenbach,6/26/2017,South,Corporate,7/1/2017,StandardClass,ShippedEarly,Florida,Labels,5,6,0.2,1,5,4.68,0.34,6,14,21,13.87,18
Furniture,Miami,United States,Dan Reichenbach,6/26/2017,South,Corporate,7/1/2017,StandardClass,ShippedEarly,Florida,Chairs,5,6,0.2,1,-14,-13.68,-0.05,3,274,410,273.55,343
Furniture,Philadelphia,United States,Rick Bensley,8/21/2016,East,HomeOffice,8/23/2016,SecondClass,ShippedEarly,Pennsylvania,Tables,2,3,0.4,1,-340,-339.71,-0.42,9,815,1221,815.29,1358
Technology,Chesapeake,United States,Natalie Fritzler,2/11/2014,South,Consumer,2/15/2014,StandardClass,ShippedEarly,Virginia,Accessories,4,6,0,1,103,103.16,0.44,3,234,351,234.45,234
Furniture,Chesapeake,United States,Natalie Fritzler,2/11/2014,South,Consumer,2/15/2014,StandardClass,ShippedEarly,Virginia,Tables,4,6,0,1,75,75.37,0.06,6,1256,1881,1256.22,1256
OfficeSupplies,Chesapeake,United States,Natalie Fritzler,2/11/2014,South,Consumer,2/15/2014,StandardClass,ShippedEarly,Virginia,Binders,4,6,0,1,8,8.21,0.47,2,17,26,17.46,17
OfficeSupplies,New York City,United States,Clay Rozendal,9/23/2016,East,HomeOffice,9/28/2016,SecondClass,ShippedLate,New York,Binders,5,3,0.2,1,4,3.68,0.35,7,11,16,10.53,14
OfficeSupplies,Ann Arbor,United States,Stephanie Ulpright,12/5/2015,Central,HomeOffice,12/6/2015,FirstClass,ShippedOnTime,Michigan,Binders,1,1,0,1,76,76.4,0.5,5,153,229,152.8,153
OfficeSupplies,La Mesa,United States,Sample Company A,9/3/2017,West,HomeOffice,9/8/2017,StandardClass,ShippedEarly,California,Binders,5,6,0.2,1,29,28.9,0.35,5,83,124,82.56,104
Technology,La Mesa,United States,Sample Company A,9/3/2017,West,HomeOffice,9/8/2017,StandardClass,ShippedEarly,California,Accessories,5,6,0,1,85,85.49,0.3,3,285,427,284.97,285
Furniture,Dearborn,United States,Michelle Lonsdale,3/26/2017,Central,Corporate,4/2/2017,StandardClass,ShippedLate,Michigan,Furnishings,7,6,0,1,23,23.12,0.38,3,61,91,60.84,61
Furniture,San Diego,United States,Gary McGarr,12/21/2014,West,Consumer,12/27/2014,StandardClass,ShippedOnTime,California,Chairs,6,6,0.2,1,149,149.15,0.11,6,1326,1985,1325.76,1658
Furniture,San Diego,United States,Gary McGarr,12/21/2014,West,Consumer,12/27/2014,StandardClass,ShippedOnTime,California,Chairs,6,6,0.2,1,36,35.76,0.06,3,572,857,572.16,715
OfficeSupplies,Lakewood,United States,Jim Kriz,9/23/2014,East,HomeOffice,9/28/2014,StandardClass,ShippedEarly,Ohio,Paper,5,6,0.2,1,10,10.08,0.35,9,29,43,28.8,36
OfficeSupplies,Meriden,United States,Alyssa Tate,4/2/2017,East,HomeOffice,4/5/2017,FirstClass,ShippedLate,Connecticut,Art,3,1,0,1,3,2.89,0.26,4,11,17,11.12,11
Furniture,Columbus,United States,Daniel Byrd,4/1/2016,South,HomeOffice,4/5/2016,SecondClass,ShippedLate,Georgia,Furnishings,4,3,0,1,3,3.1,0.44,4,7,11,7.04,7
OfficeSupplies,Roswell,United States,Anna Häberlin,5/15/2015,South,Corporate,5/20/2015,SecondClass,ShippedLate,Georgia,Envelopes,5,3,0,1,9,8.79,0.49,3,18,27,17.94,18
OfficeSupplies,Seattle,United States,Sanjit Jacobs,3/23/2017,West,HomeOffice,3/26/2017,FirstClass,ShippedLate,Washington,Binders,3,1,0.2,1,11,11.3,0.33,5,35,52,34.76,44
Furniture,Morristown,United States,Harry Marie,4/14/2017,East,Corporate,4/19/2017,StandardClass,ShippedEarly,New Jersey,Furnishings,5,6,0,1,20,20.1,0.27,5,74,111,74.45,74
Furniture,Alexandria,United States,Andrew Gjertsen,1/4/2015,South,Corporate,1/9/2015,StandardClass,ShippedEarly,Virginia,Furnishings,5,6,0,1,69,69.2,0.36,14,192,288,192.22,192
OfficeSupplies,Salt Lake City,United States,Joy Bell-,11/2/2017,West,Consumer,11/7/2017,StandardClass,ShippedEarly,Utah,Paper,5,6,0,1,9,9.33,0.48,3,19,29,19.44,19
OfficeSupplies,Apple Valley,United States,Anthony Johnson,7/17/2017,West,Corporate,7/19/2017,SecondClass,ShippedEarly,California,Paper,2,3,0,1,16,15.55,0.48,5,32,49,32.4,32
OfficeSupplies,Apple Valley,United States,Anthony Johnson,7/17/2017,West,Corporate,7/19/2017,SecondClass,ShippedEarly,California,Envelopes,2,3,0,1,29,28.95,0.5,5,58,87,57.9,58
OfficeSupplies,Apple Valley,United States,Anthony Johnson,7/17/2017,West,Corporate,7/19/2017,SecondClass,ShippedEarly,California,Storage,2,3,0,1,0,0,0,2,11,16,10.56,11
Furniture,Apple Valley,United States,Anthony Johnson,7/17/2017,West,Corporate,7/19/2017,SecondClass,ShippedEarly,California,Bookcases,2,3,0.15,1,211,210.73,0.18,5,1194,1788,1194.16,1405
OfficeSupplies,New York City,United States,Muhammed MacIntyre,10/6/2017,East,Corporate,10/11/2017,StandardClass,ShippedEarly,New York,Paper,5,6,0,1,20,20.09,0.49,1,41,61,40.99,41
OfficeSupplies,Long Beach,United States,Tiffany House,11/4/2014,West,Corporate,11/11/2014,StandardClass,ShippedLate,California,Art,7,6,0,1,1,0.79,0.27,1,3,4,2.94,3
OfficeSupplies,Salem,United States,Adrian Hane,12/18/2016,West,HomeOffice,12/21/2016,FirstClass,ShippedLate,Oregon,Binders,3,1,0.7,1,-30,-30.16,-0.67,4,45,68,45.24,150
OfficeSupplies,Salem,United States,Adrian Hane,12/18/2016,West,HomeOffice,12/21/2016,FirstClass,ShippedLate,Oregon,Art,3,1,0.2,1,2,2.34,0.13,4,19,28,18.69,24
OfficeSupplies,Salem,United States,Adrian Hane,12/18/2016,West,HomeOffice,12/21/2016,FirstClass,ShippedLate,Oregon,Paper,3,1,0.2,1,4,3.79,0.33,2,12,17,11.65,15
Technology,Salem,United States,Adrian Hane,12/18/2016,West,HomeOffice,12/21/2016,FirstClass,ShippedLate,Oregon,Accessories,3,1,0.2,1,-8,-8.46,-0.08,3,113,169,112.78,141
Furniture,Salem,United States,Adrian Hane,12/18/2016,West,HomeOffice,12/21/2016,FirstClass,ShippedLate,Oregon,Tables,3,1,0.5,1,-264,-264.22,-0.7,5,377,565,377.45,754
OfficeSupplies,Salem,United States,Adrian Hane,12/18/2016,West,HomeOffice,12/21/2016,FirstClass,ShippedLate,Oregon,Labels,3,1,0.2,1,5,5.18,0.33,4,16,24,15.94,20
Technology,Salem,United States,Adrian Hane,12/18/2016,West,HomeOffice,12/21/2016,FirstClass,ShippedLate,Oregon,Phones,3,1,0.2,1,-7,-7.17,-0.25,3,29,43,28.68,36
Furniture,Aurora,United States,Craig Leslie,9/24/2016,West,HomeOffice,10/1/2016,StandardClass,ShippedLate,Colorado,Furnishings,7,6,0.2,1,8,7.5,0.35,2,21,32,21.44,26
OfficeSupplies,Aurora,United States,Craig Leslie,9/24/2016,West,HomeOffice,10/1/2016,StandardClass,ShippedLate,Colorado,Storage,7,6,0.2,1,-96,-95.82,-0.19,9,511,765,511.06,639
OfficeSupplies,Newark,United States,Jason Gross,7/21/2016,East,Corporate,7/21/2016,Same Day,ShippedOnTime,Ohio,Art,0,0,0.2,1,1,1.4,0.08,2,19,28,18.66,24
OfficeSupplies,Newark,United States,Jason Gross,7/21/2016,East,Corporate,7/21/2016,Same Day,ShippedOnTime,Ohio,Binders,0,0,0.7,1,-8,-8.13,-0.73,7,11,17,11.09,37
OfficeSupplies,Newark,United States,Jason Gross,7/21/2016,East,Corporate,7/21/2016,Same Day,ShippedOnTime,Ohio,Storage,0,0,0.2,1,4,4.17,0.06,1,67,100,66.69,84
OfficeSupplies,Newark,United States,Jason Gross,7/21/2016,East,Corporate,7/21/2016,Same Day,ShippedOnTime,Ohio,Storage,0,0,0.2,1,9,8.71,0.09,2,99,149,99.49,124
OfficeSupplies,Seattle,United States,Sanjit Engle,6/11/2016,West,Consumer,6/15/2016,StandardClass,ShippedEarly,Washington,Labels,4,6,0,1,7,6.87,0.47,2,15,22,14.62,15
OfficeSupplies,Seattle,United States,Sanjit Engle,6/11/2016,West,Consumer,6/15/2016,StandardClass,ShippedEarly,Washington,Binders,4,6,0.2,1,18,17.54,0.33,14,54,81,53.98,68
Technology,Seattle,United States,Sanjit Engle,6/11/2016,West,Consumer,6/15/2016,StandardClass,ShippedEarly,Washington,Accessories,4,6,0,1,133,132.59,0.34,3,390,584,389.97,390
Furniture,Pocatello,United States,Trudy Glocke,6/9/2015,West,Consumer,6/11/2015,SecondClass,ShippedEarly,Idaho,Furnishings,2,3,0,1,92,92.39,0.26,4,355,532,355.36,355
Technology,Pocatello,United States,Trudy Glocke,6/9/2015,West,Consumer,6/11/2015,SecondClass,ShippedEarly,Idaho,Phones,2,3,0.2,1,9,8.77,0.06,3,140,210,140.38,175
OfficeSupplies,Dallas,United States,Sally Hughsby,10/27/2017,Central,Corporate,11/3/2017,StandardClass,ShippedLate,Texas,Envelopes,7,6,0.2,1,6,5.54,0.35,2,16,24,15.84,20
OfficeSupplies,Dallas,United States,Sally Hughsby,10/27/2017,Central,Corporate,11/3/2017,StandardClass,ShippedLate,Texas,Paper,7,6,0.2,1,3,2.64,0.31,2,8,13,8.45,10
OfficeSupplies,Seattle,United States,Marc Crier,1/22/2016,West,Consumer,1/27/2016,StandardClass,ShippedEarly,Washington,Paper,5,6,0,1,6,6.22,0.48,2,13,19,12.96,13
Technology,Seattle,United States,Patrick Jones,5/28/2014,West,Corporate,6/2/2014,StandardClass,ShippedEarly,Washington,Phones,5,6,0.2,1,6,5.74,0.1,6,57,86,57.41,71
Technology,Seattle,United States,Patrick Jones,5/28/2014,West,Corporate,6/2/2014,StandardClass,ShippedEarly,Washington,Accessories,5,6,0,1,2,2.21,0.08,4,28,41,27.6,28
Furniture,Chicago,United States,Zuschuss Carroll,12/29/2014,Central,Consumer,1/5/2015,StandardClass,ShippedLate,Illinois,Furnishings,7,6,0.6,1,-51,-50.67,-1.3,3,39,58,38.98,98
OfficeSupplies,Holland,United States,Steve Carroll,7/28/2016,Central,HomeOffice,8/3/2016,StandardClass,ShippedOnTime,Michigan,Fasteners,6,6,0,1,9,9.2,0.45,7,20,31,20.44,20
OfficeSupplies,Holland,United States,Steve Carroll,7/28/2016,Central,HomeOffice,8/3/2016,StandardClass,ShippedOnTime,Michigan,Paper,6,6,0,1,54,53.86,0.49,2,110,165,109.92,110
OfficeSupplies,Broken Arrow,United States,Benjamin Patterson,9/24/2016,Central,Consumer,9/30/2016,StandardClass,ShippedOnTime,Oklahoma,Binders,6,6,0,1,3,2.93,0.46,1,6,10,6.38,6
OfficeSupplies,Broken Arrow,United States,Benjamin Patterson,9/24/2016,Central,Consumer,9/30/2016,StandardClass,ShippedOnTime,Oklahoma,Paper,6,6,0,1,3,3.11,0.48,1,6,10,6.48,6
OfficeSupplies,Athens,United States,Rob Dowd,4/2/2014,South,Consumer,4/8/2014,StandardClass,ShippedOnTime,Georgia,Paper,6,6,0,1,7,7.13,0.45,3,16,24,15.84,16
Technology,Athens,United States,Rob Dowd,4/2/2014,South,Consumer,4/8/2014,StandardClass,ShippedOnTime,Georgia,Phones,6,6,0,1,294,293.98,0.28,7,1050,1572,1049.93,1050
OfficeSupplies,Athens,United States,Rob Dowd,4/2/2014,South,Consumer,4/8/2014,StandardClass,ShippedOnTime,Georgia,Appliances,6,6,0,1,40,40.27,0.26,5,155,232,154.9,155
OfficeSupplies,Seattle,United States,Ken Lonsdale,11/5/2015,West,Consumer,11/5/2015,Same Day,ShippedOnTime,Washington,Binders,0,0,0.2,1,36,35.65,0.36,3,98,147,98.35,123
OfficeSupplies,Apopka,United States,Chloris Kastensmidt,7/28/2014,South,Consumer,7/28/2014,Same Day,ShippedOnTime,Florida,Fasteners,0,0,0.2,1,5,5.19,0.36,5,14,21,14.32,18
Furniture,Apopka,United States,Chloris Kastensmidt,7/28/2014,South,Consumer,7/28/2014,Same Day,ShippedOnTime,Florida,Furnishings,0,0,0.2,1,13,12.99,0.1,6,130,195,129.89,163
OfficeSupplies,Apopka,United States,Chloris Kastensmidt,7/28/2014,South,Consumer,7/28/2014,Same Day,ShippedOnTime,Florida,Envelopes,0,0,0.2,1,17,16.52,0.34,7,49,73,48.94,61
Furniture,Houston,United States,Roger Barcio,12/26/2015,Central,HomeOffice,12/31/2015,StandardClass,ShippedEarly,Texas,Chairs,5,6,0.3,1,-90,-90.38,-0.33,3,275,412,275.06,393
OfficeSupplies,Baltimore,United States,Kalyca Meade,12/10/2015,East,Corporate,12/16/2015,StandardClass,ShippedOnTime,Maryland,Art,6,6,0,1,9,9.3,0.34,9,27,41,27.36,27
OfficeSupplies,Baltimore,United States,Kalyca Meade,12/10/2015,East,Corporate,12/16/2015,StandardClass,ShippedOnTime,Maryland,Paper,6,6,0,1,21,20.58,0.46,5,45,67,44.75,45
Technology,Baltimore,United States,Kalyca Meade,12/10/2015,East,Corporate,12/16/2015,StandardClass,ShippedOnTime,Maryland,Phones,6,6,0,1,36,36.45,0.27,1,135,202,134.99,135
OfficeSupplies,Baltimore,United States,Kalyca Meade,12/10/2015,East,Corporate,12/16/2015,StandardClass,ShippedOnTime,Maryland,Paper,6,6,0,1,13,12.67,0.48,5,26,40,26.4,26
Furniture,Baltimore,United States,Kalyca Meade,12/10/2015,East,Corporate,12/16/2015,StandardClass,ShippedOnTime,Maryland,Chairs,6,6,0,1,141,141.16,0.26,3,543,813,542.94,543
Furniture,San Francisco,United States,Amy Hunt,5/5/2016,West,Consumer,5/7/2016,SecondClass,ShippedEarly,California,Tables,2,3,0.2,1,-2,-1.78,-0.03,2,71,106,71.09,89
OfficeSupplies,Chicago,United States,Anthony Garverick,10/14/2017,Central,HomeOffice,10/18/2017,StandardClass,ShippedEarly,Illinois,Binders,4,6,0.8,1,-42,-42.46,-1.55,9,27,41,27.4,135
OfficeSupplies,Chicago,United States,Anthony Garverick,10/14/2017,Central,HomeOffice,10/18/2017,StandardClass,ShippedEarly,Illinois,Binders,4,6,0.8,1,-24,-23.55,-1.75,1,13,20,13.46,65
OfficeSupplies,Laredo,United States,Evan Bailliet,11/5/2016,Central,Consumer,11/5/2016,Same Day,ShippedOnTime,Texas,Labels,0,0,0.2,1,4,4.44,0.38,1,12,18,11.84,15
OfficeSupplies,San Francisco,United States,Paul Gonzalez,11/3/2017,West,Consumer,11/8/2017,StandardClass,ShippedEarly,California,Paper,5,6,0,1,18,17.58,0.49,6,36,54,35.88,36
OfficeSupplies,Cleveland,United States,Cathy Armstrong,11/24/2016,East,HomeOffice,11/26/2016,FirstClass,ShippedLate,Ohio,Envelopes,2,1,0.2,1,15,15.28,0.38,3,41,61,40.75,51
Technology,Cleveland,United States,Cathy Armstrong,11/24/2016,East,HomeOffice,11/26/2016,FirstClass,ShippedLate,Ohio,Accessories,2,1,0.2,1,-23,-22.74,-0.16,5,140,210,139.96,175
OfficeSupplies,Marion,United States,Sung Shariari,12/14/2014,East,Consumer,12/21/2014,StandardClass,ShippedLate,Ohio,Art,7,6,0.2,1,0,0.3,0.11,1,3,4,2.62,4
Furniture,Marion,United States,Sung Shariari,12/14/2014,East,Consumer,12/21/2014,StandardClass,ShippedLate,Ohio,Tables,7,6,0.4,1,-52,-52.34,-0.38,1,137,204,136.53,228
Technology,Marion,United States,Sung Shariari,12/14/2014,East,Consumer,12/21/2014,StandardClass,ShippedLate,Ohio,Accessories,7,6,0.2,1,43,42.89,0.16,1,264,395,263.96,330
OfficeSupplies,Fairfield,United States,Resi Pölking,11/3/2014,East,Consumer,11/8/2014,StandardClass,ShippedEarly,Connecticut,Supplies,5,6,0,1,3,3.38,0.29,3,12,17,11.64,12
OfficeSupplies,New York City,United States,Shaun Chance,9/22/2017,East,Corporate,9/25/2017,SecondClass,ShippedOnTime,New York,Binders,3,3,0.2,1,15,14.56,0.36,3,40,60,40.18,50
Furniture,New York City,United States,Natalie Webber,5/8/2015,East,Consumer,5/15/2015,StandardClass,ShippedLate,New York,Furnishings,7,6,0,1,30,30.19,0.38,3,79,119,79.44,79
OfficeSupplies,New York City,United States,Natalie Webber,5/8/2015,East,Consumer,5/15/2015,StandardClass,ShippedLate,New York,Supplies,7,6,0,1,7,7.16,0.02,3,358,536,357.93,358
Furniture,New York City,United States,Natalie Webber,5/8/2015,East,Consumer,5/15/2015,StandardClass,ShippedLate,New York,Chairs,7,6,0.1,1,21,21.29,0.17,2,128,191,127.76,142
Technology,New York City,United States,Natalie Webber,5/8/2015,East,Consumer,5/15/2015,StandardClass,ShippedLate,New York,Copiers,7,6,0.2,1,1015,1014.98,0.36,7,2800,4193,2799.94,3500
OfficeSupplies,New York City,United States,Natalie Webber,5/8/2015,East,Consumer,5/15/2015,StandardClass,ShippedLate,New York,Paper,7,6,0,1,9,9.33,0.48,3,19,29,19.44,19
Technology,Chicago,United States,Katrina Willman,7/31/2017,Central,Consumer,7/31/2017,Same Day,ShippedOnTime,Illinois,Phones,0,0,0.2,1,4,4.14,0.11,1,37,55,36.79,46
Technology,New York City,United States,Hallie Redmond,3/1/2014,East,HomeOffice,3/5/2014,StandardClass,ShippedEarly,New York,Phones,4,6,0,1,2,1.6,0.27,3,6,9,5.94,6
OfficeSupplies,Richmond,United States,Arthur Gainer,9/25/2017,South,Consumer,9/29/2017,StandardClass,ShippedEarly,Virginia,Storage,4,6,0,1,48,47.94,0.27,5,178,266,177.55,178
Technology,Ann Arbor,United States,Brian Moss,10/9/2015,Central,Corporate,10/12/2015,SecondClass,ShippedOnTime,Michigan,Accessories,3,3,0,1,112,111.59,0.18,5,620,928,619.95,620
Technology,Ann Arbor,United States,Brian Moss,10/9/2015,Central,Corporate,10/12/2015,SecondClass,ShippedOnTime,Michigan,Phones,3,3,0,1,8,8.46,0.29,3,29,44,29.16,29
OfficeSupplies,Ann Arbor,United States,Brian Moss,10/9/2015,Central,Corporate,10/12/2015,SecondClass,ShippedOnTime,Michigan,Envelopes,3,3,0,1,27,27.24,0.47,7,58,87,57.96,58
OfficeSupplies,Ann Arbor,United States,Brian Moss,10/9/2015,Central,Corporate,10/12/2015,SecondClass,ShippedOnTime,Michigan,Appliances,3,3,0.1,1,5,5.23,0.18,3,29,44,29.4,32
OfficeSupplies,Lafayette,United States,Roger Demir,3/29/2017,Central,Consumer,4/2/2017,SecondClass,ShippedLate,Indiana,Storage,4,3,0,1,21,21.16,0.26,5,81,122,81.4,81
OfficeSupplies,Springfield,United States,Ken Black,11/14/2015,West,Corporate,11/17/2015,FirstClass,ShippedLate,Oregon,Fasteners,3,1,0.2,1,2,2.29,0.26,5,9,13,8.72,11
Technology,Springfield,United States,Ken Black,11/14/2015,West,Corporate,11/17/2015,FirstClass,ShippedLate,Oregon,Accessories,3,1,0.2,1,5,4.56,0.05,3,91,137,91.18,114
Technology,Springfield,United States,Ken Black,11/14/2015,West,Corporate,11/17/2015,FirstClass,ShippedLate,Oregon,Accessories,3,1,0.2,1,30,29.99,0.19,4,160,240,159.97,200
OfficeSupplies,San Francisco,United States,Dorothy Wardle,9/26/2016,West,Corporate,9/30/2016,StandardClass,ShippedEarly,California,Paper,4,6,0,1,6,6.22,0.48,2,13,19,12.96,13
OfficeSupplies,Chicago,United States,Vivek Grady,9/22/2014,Central,Corporate,9/27/2014,StandardClass,ShippedEarly,Illinois,Storage,5,6,0.2,1,-83,-82.88,-0.25,3,332,497,331.54,415
Technology,New York City,United States,Dan Reichenbach,9/25/2015,East,Corporate,9/27/2015,FirstClass,ShippedLate,New York,Accessories,2,1,0,1,396,395.96,0.44,9,900,1348,899.91,900
Technology,Houston,United States,Anna Häberlin,5/4/2015,Central,Corporate,5/8/2015,StandardClass,ShippedEarly,Texas,Phones,4,6,0.2,1,118,118.29,0.13,7,946,1417,946.34,1183
Technology,Madison,United States,Jeremy Pistek,12/8/2017,Central,Consumer,12/13/2017,StandardClass,ShippedEarly,Wisconsin,Accessories,5,6,0,1,32,32.06,0.18,3,178,267,178.11,178
OfficeSupplies,Madison,United States,Jeremy Pistek,12/8/2017,Central,Consumer,12/13/2017,StandardClass,ShippedEarly,Wisconsin,Appliances,5,6,0,1,305,305.13,0.28,3,1090,1632,1089.75,1090
OfficeSupplies,Madison,United States,Jeremy Pistek,12/8/2017,Central,Consumer,12/13/2017,StandardClass,ShippedEarly,Wisconsin,Labels,5,6,0,1,28,28.09,0.46,2,61,91,61.06,61
Furniture,Madison,United States,Jeremy Pistek,12/8/2017,Central,Consumer,12/13/2017,StandardClass,ShippedEarly,Wisconsin,Bookcases,5,6,0,1,41,41.39,0.09,4,460,689,459.92,460
OfficeSupplies,Madison,United States,Jeremy Pistek,12/8/2017,Central,Consumer,12/13/2017,StandardClass,ShippedEarly,Wisconsin,Paper,5,6,0,1,13,12.66,0.46,4,28,41,27.52,28
Furniture,Milford,United States,Dan Reichenbach,6/29/2017,East,Corporate,7/2/2017,FirstClass,ShippedLate,Connecticut,Bookcases,3,1,0,1,185,185.26,0.29,9,639,957,638.82,639
OfficeSupplies,Milford,United States,Dan Reichenbach,6/29/2017,East,Corporate,7/2/2017,FirstClass,ShippedLate,Connecticut,Supplies,3,1,0,1,8,7.98,0.26,3,31,46,30.69,31
Furniture,Milford,United States,Dan Reichenbach,6/29/2017,East,Corporate,7/2/2017,FirstClass,ShippedLate,Connecticut,Furnishings,3,1,0,1,9,8.55,0.34,2,25,38,25.16,25
OfficeSupplies,New York City,United States,Jim Karlsson,6/29/2014,East,Consumer,7/3/2014,StandardClass,ShippedEarly,New York,Binders,4,6,0.2,1,5,4.87,0.35,3,14,21,13.92,18
OfficeSupplies,Los Angeles,United States,Mark Van Huff,1/20/2014,West,Consumer,1/25/2014,StandardClass,ShippedEarly,California,Paper,5,6,0,1,9,9.29,0.48,2,19,29,19.36,19
Furniture,Los Angeles,United States,Mark Van Huff,1/20/2014,West,Consumer,1/25/2014,StandardClass,ShippedEarly,California,Furnishings,5,6,0,1,6,5.79,0.3,2,19,29,19.3,19
OfficeSupplies,San Francisco,United States,Becky Pak,12/31/2016,West,Consumer,1/6/2017,StandardClass,ShippedOnTime,California,Binders,6,6,0.2,1,13,13.43,0.35,3,38,57,38.38,48
OfficeSupplies,Fairfield,United States,Dave Hallsten,3/28/2017,West,Corporate,3/31/2017,FirstClass,ShippedLate,California,Paper,3,1,0,1,6,6.35,0.49,2,13,19,12.96,13
Furniture,Fairfield,United States,Dave Hallsten,3/28/2017,West,Corporate,3/31/2017,FirstClass,ShippedLate,California,Furnishings,3,1,0,1,10,10.06,0.38,1,26,40,26.48,26
Technology,Fairfield,United States,Dave Hallsten,3/28/2017,West,Corporate,3/31/2017,FirstClass,ShippedLate,California,Machines,3,1,0.2,1,53,53.27,0.1,2,533,798,532.72,666
OfficeSupplies,Fairfield,United States,Dave Hallsten,3/28/2017,West,Corporate,3/31/2017,FirstClass,ShippedLate,California,Paper,3,1,0,1,13,12.83,0.48,4,27,40,26.72,27
OfficeSupplies,Fairfield,United States,Dave Hallsten,3/28/2017,West,Corporate,3/31/2017,FirstClass,ShippedLate,California,Paper,3,1,0,1,10,9.62,0.48,3,20,30,20.04,20
OfficeSupplies,Fairfield,United States,Dave Hallsten,3/28/2017,West,Corporate,3/31/2017,FirstClass,ShippedLate,California,Storage,3,1,0,1,8,7.95,0.01,7,795,1191,795.48,795
Furniture,Fairfield,United States,Dave Hallsten,3/28/2017,West,Corporate,3/31/2017,FirstClass,ShippedLate,California,Furnishings,3,1,0,1,7,6.9,0.32,7,22,32,21.56,22
Technology,Greenville,United States,Lena Hernandez,12/8/2016,South,Consumer,12/12/2016,StandardClass,ShippedEarly,North Carolina,Phones,4,6,0.2,1,31,31.2,0.13,2,250,374,249.58,313
Technology,Greenville,United States,Lena Hernandez,12/8/2016,South,Consumer,12/12/2016,StandardClass,ShippedEarly,North Carolina,Accessories,4,6,0.2,1,18,17.88,0.26,3,68,102,68.11,85
Technology,Greenville,United States,Lena Hernandez,12/8/2016,South,Consumer,12/12/2016,StandardClass,ShippedEarly,North Carolina,Accessories,4,6,0.2,1,-2,-2.48,-0.15,3,17,25,16.56,21
Technology,Long Beach,United States,Dave Kipp,11/18/2017,East,Consumer,11/22/2017,StandardClass,ShippedEarly,New York,Phones,4,6,0,1,37,36.73,0.49,5,75,112,74.95,75
Furniture,Buffalo Grove,United States,Shahid Shariari,5/30/2014,Central,Consumer,6/5/2014,StandardClass,ShippedOnTime,Illinois,Tables,6,6,0.5,1,-185,-184.84,-0.52,3,355,532,355.45,710
OfficeSupplies,San Diego,United States,Frank Preis,1/22/2016,West,Consumer,1/28/2016,StandardClass,ShippedOnTime,California,Labels,6,6,0,1,22,22.2,0.5,3,44,66,44.4,44
OfficeSupplies,San Diego,United States,Frank Preis,1/22/2016,West,Consumer,1/28/2016,StandardClass,ShippedOnTime,California,Labels,6,6,0,1,9,9.5,0.46,5,21,31,20.65,21
Furniture,Richmond,United States,Liz Carlisle,2/3/2016,South,Consumer,2/10/2016,StandardClass,ShippedLate,Kentucky,Chairs,7,6,0,1,225,225.26,0.26,4,866,1298,866.4,866
OfficeSupplies,Springfield,United States,Alan Shonely,3/29/2015,South,Consumer,4/3/2015,SecondClass,ShippedLate,Virginia,Art,5,3,0,1,1,1.45,0.26,2,6,8,5.56,6
OfficeSupplies,Fort Worth,United States,Hunter Glantz,10/14/2014,Central,Consumer,10/18/2014,StandardClass,ShippedEarly,Texas,Appliances,4,6,0.8,1,-9,-8.53,-2.7,4,3,5,3.16,15
Technology,Fort Worth,United States,Hunter Glantz,10/14/2014,Central,Consumer,10/18/2014,StandardClass,ShippedEarly,Texas,Copiers,4,6,0.2,1,625,624.99,0.31,5,2000,2995,1999.96,2500
Furniture,Raleigh,United States,Barry Weirich,8/11/2015,South,Consumer,8/16/2015,StandardClass,ShippedEarly,North Carolina,Furnishings,5,6,0.2,1,12,12.11,0.26,3,46,69,46.15,58
Technology,Hialeah,United States,Brosina Hoffman,11/22/2015,South,Consumer,11/23/2015,FirstClass,ShippedOnTime,Florida,Machines,1,1,0.5,1,-2,-1.98,-0.06,3,33,49,32.98,66
OfficeSupplies,Los Angeles,United States,Julie Prescott,12/30/2016,West,HomeOffice,12/30/2016,Same Day,ShippedOnTime,California,Storage,0,0,0,1,125,125.14,0.26,4,481,721,481.32,481
OfficeSupplies,Los Angeles,United States,Julie Prescott,12/30/2016,West,HomeOffice,12/30/2016,Same Day,ShippedOnTime,California,Binders,0,0,0.2,1,2,2.15,0.34,1,6,10,6.38,8
OfficeSupplies,Lake Forest,United States,Justin MacKendrick,8/12/2017,West,Consumer,8/15/2017,FirstClass,ShippedLate,California,Appliances,3,1,0,1,152,152.02,0.28,3,543,813,542.94,543
